species	segmented_path
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1118-09-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1118-09-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1118-10-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1118-10-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1118-10-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1118-10-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-01-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-01-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-01-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-01-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-03-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-03-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-03-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-03-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-04-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-04-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-04-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-04-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-05-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-05-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-05-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-05-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-06-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-06-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-06-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-06-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-07-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-07-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-07-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-07-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-08-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-08-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-08-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-08-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-09-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-09-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-09-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-09-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-10-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-10-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-10-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1119-10-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-01-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-01-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-01-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-01-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-02-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-02-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-02-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-02-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-03-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-03-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-03-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-03-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-04-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-04-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-04-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-04-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-05-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-05-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-05-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-05-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-06-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-06-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-06-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-06-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-07-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-07-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-07-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-07-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-08-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-08-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-08-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-08-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-09-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-09-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-09-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-09-4.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-10-1.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-10-2.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-10-3.png
Aesculus flava	dataset/segmented/lab/aesculus_flava/wb1120-10-4.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1248106230_0000.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1248106230_0001.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1248106230_0002.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1248106230_0003.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1248106230_0004.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1258480663_0000.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1258480663_0001.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1258480663_0002.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1258480663_0003.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1258480663_0004.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259044643_0007.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259044643_0019.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259044643_0025.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259044643_0042.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259044643_0046.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259045059_0001.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259045059_0002.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259045059_0014.png
Aesculus hippocastamon	dataset/segmented/field/aesculus_hippocastamon/1259045059_0029.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-01-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-01-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-01-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-01-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-02-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-02-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-02-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-02-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-03-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-03-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-03-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-03-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-04-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-04-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-04-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-04-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-05-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-05-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-05-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-05-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-06-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-06-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-06-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-06-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-07-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-07-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-07-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-07-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-08-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-08-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-08-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-08-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-09-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-09-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-09-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-09-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-10-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-10-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-10-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1016-10-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-01-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-01-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-01-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-01-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-02-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-02-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-02-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-02-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-03-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-03-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-03-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-03-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-04-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-04-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-04-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-04-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-05-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-05-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-05-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-05-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-06-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-06-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-06-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-06-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-07-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-07-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-07-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-07-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-08-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-08-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-08-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-08-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-09-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-09-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-09-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-09-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-10-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-10-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-10-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1017-10-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-01-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-01-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-01-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-01-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-02-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-02-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-02-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-02-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-03-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-03-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-03-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-03-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-04-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-04-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-04-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-04-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-05-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-05-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-05-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-05-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-06-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-06-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-06-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-06-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-07-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-07-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-07-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-07-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-08-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-08-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-08-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-08-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-09-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-09-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-09-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-09-4.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-10-1.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-10-2.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-10-3.png
Aesculus hippocastamon	dataset/segmented/lab/aesculus_hippocastamon/ny1018-10-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-01-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-01-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-01-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-01-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-02-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-02-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-02-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-02-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-03-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-03-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-03-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-03-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-04-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-04-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-04-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-04-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-05-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-05-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-05-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-05-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-06-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-06-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-06-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-06-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-07-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-07-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-07-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-07-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-08-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-08-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-08-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-08-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-09-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-09-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-09-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-09-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-10-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-10-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-10-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-10-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-11-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-11-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-11-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1019-11-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-01-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-01-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-01-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-01-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-02-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-02-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-02-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-02-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-03-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-03-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-03-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-03-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-04-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-04-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-04-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-04-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-05-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-05-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-05-3.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-05-4.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-06-1.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-06-2.png
Aesculus pavi	dataset/segmented/lab/aesculus_pavi/ny1020-06-3.png
