file_id	image_path	segmented_path	species	source
55532	dataset/images/lab/abies_concolor/ny1157-09-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-09-4.png	Abies concolor	lab
55533	dataset/images/lab/abies_concolor/ny1157-10-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-10-1.png	Abies concolor	lab
55534	dataset/images/lab/abies_concolor/ny1157-10-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-10-2.png	Abies concolor	lab
55535	dataset/images/lab/abies_concolor/ny1157-10-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-10-3.png	Abies concolor	lab
55536	dataset/images/lab/abies_concolor/ny1157-10-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-10-4.png	Abies concolor	lab
55537	dataset/images/lab/abies_concolor/ny1157-11-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-11-1.png	Abies concolor	lab
55538	dataset/images/lab/abies_concolor/ny1157-11-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-11-2.png	Abies concolor	lab
55539	dataset/images/lab/abies_concolor/ny1157-11-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-11-3.png	Abies concolor	lab
55540	dataset/images/lab/abies_concolor/ny1157-11-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-11-4.png	Abies concolor	lab
55541	dataset/images/lab/abies_concolor/ny1157-12-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-12-1.png	Abies concolor	lab
55542	dataset/images/lab/abies_concolor/ny1157-12-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-12-2.png	Abies concolor	lab
55543	dataset/images/lab/abies_concolor/ny1157-12-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-12-3.png	Abies concolor	lab
55544	dataset/images/lab/abies_concolor/ny1157-12-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-12-4.png	Abies concolor	lab
55545	dataset/images/lab/abies_concolor/ny1157-13-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-13-1.png	Abies concolor	lab
55546	dataset/images/lab/abies_concolor/ny1157-13-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-13-2.png	Abies concolor	lab
55547	dataset/images/lab/abies_concolor/ny1157-13-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-13-3.png	Abies concolor	lab
55548	dataset/images/lab/abies_concolor/ny1157-13-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-13-4.png	Abies concolor	lab
55549	dataset/images/lab/abies_concolor/ny1157-14-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-14-1.png	Abies concolor	lab
55550	dataset/images/lab/abies_concolor/ny1157-14-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-14-2.png	Abies concolor	lab
55551	dataset/images/lab/abies_concolor/ny1157-14-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-14-3.png	Abies concolor	lab
55552	dataset/images/lab/abies_concolor/ny1157-14-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-14-4.png	Abies concolor	lab
55553	dataset/images/lab/abies_concolor/ny1157-15-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-15-1.png	Abies concolor	lab
55554	dataset/images/lab/abies_concolor/ny1157-15-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-15-2.png	Abies concolor	lab
55555	dataset/images/lab/abies_concolor/ny1157-15-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-15-3.png	Abies concolor	lab
55556	dataset/images/lab/abies_concolor/ny1157-15-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-15-4.png	Abies concolor	lab
55557	dataset/images/lab/abies_concolor/ny1157-16-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-16-1.png	Abies concolor	lab
55558	dataset/images/lab/abies_concolor/ny1157-16-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-16-2.png	Abies concolor	lab
55559	dataset/images/lab/abies_concolor/ny1157-16-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-16-3.png	Abies concolor	lab
55560	dataset/images/lab/abies_concolor/ny1157-16-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-16-4.png	Abies concolor	lab
55561	dataset/images/lab/abies_concolor/ny1157-17-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-17-1.png	Abies concolor	lab
55562	dataset/images/lab/abies_concolor/ny1157-17-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-17-2.png	Abies concolor	lab
55563	dataset/images/lab/abies_concolor/ny1157-17-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-17-3.png	Abies concolor	lab
55564	dataset/images/lab/abies_concolor/ny1157-17-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-17-4.png	Abies concolor	lab
55565	dataset/images/lab/abies_concolor/ny1157-18-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-18-1.png	Abies concolor	lab
55566	dataset/images/lab/abies_concolor/ny1157-18-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-18-2.png	Abies concolor	lab
55567	dataset/images/lab/abies_concolor/ny1157-18-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-18-3.png	Abies concolor	lab
55568	dataset/images/lab/abies_concolor/ny1157-18-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-18-4.png	Abies concolor	lab
55569	dataset/images/lab/abies_concolor/ny1157-19-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-19-1.png	Abies concolor	lab
55570	dataset/images/lab/abies_concolor/ny1157-19-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-19-2.png	Abies concolor	lab
55571	dataset/images/lab/abies_concolor/ny1157-19-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-19-3.png	Abies concolor	lab
55572	dataset/images/lab/abies_concolor/ny1157-19-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-19-4.png	Abies concolor	lab
55573	dataset/images/lab/abies_concolor/ny1157-20-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-20-1.png	Abies concolor	lab
55574	dataset/images/lab/abies_concolor/ny1157-20-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-20-2.png	Abies concolor	lab
55575	dataset/images/lab/abies_concolor/ny1157-20-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-20-3.png	Abies concolor	lab
55576	dataset/images/lab/abies_concolor/ny1157-20-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-20-4.png	Abies concolor	lab
55577	dataset/images/lab/abies_concolor/ny1157-21-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-21-1.png	Abies concolor	lab
55578	dataset/images/lab/abies_concolor/ny1157-21-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-21-2.png	Abies concolor	lab
55579	dataset/images/lab/abies_concolor/ny1157-21-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-21-3.png	Abies concolor	lab
55580	dataset/images/lab/abies_concolor/ny1157-21-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-21-4.png	Abies concolor	lab
55581	dataset/images/lab/abies_concolor/ny1157-22-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-22-1.png	Abies concolor	lab
55582	dataset/images/lab/abies_concolor/ny1157-22-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-22-2.png	Abies concolor	lab
55583	dataset/images/lab/abies_concolor/ny1157-22-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-22-3.png	Abies concolor	lab
55584	dataset/images/lab/abies_concolor/ny1157-22-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-22-4.png	Abies concolor	lab
55585	dataset/images/lab/abies_concolor/ny1157-23-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-23-1.png	Abies concolor	lab
55586	dataset/images/lab/abies_concolor/ny1157-23-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-23-2.png	Abies concolor	lab
55587	dataset/images/lab/abies_concolor/ny1157-23-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-23-3.png	Abies concolor	lab
55588	dataset/images/lab/abies_concolor/ny1157-23-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-23-4.png	Abies concolor	lab
55589	dataset/images/lab/abies_concolor/ny1157-24-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-24-1.png	Abies concolor	lab
55590	dataset/images/lab/abies_concolor/ny1157-24-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-24-2.png	Abies concolor	lab
55591	dataset/images/lab/abies_concolor/ny1157-24-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-24-3.png	Abies concolor	lab
55592	dataset/images/lab/abies_concolor/ny1157-24-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-24-4.png	Abies concolor	lab
55593	dataset/images/lab/abies_concolor/ny1157-25-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-25-1.png	Abies concolor	lab
55594	dataset/images/lab/abies_concolor/ny1157-25-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-25-2.png	Abies concolor	lab
55595	dataset/images/lab/abies_concolor/ny1157-25-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-25-3.png	Abies concolor	lab
55596	dataset/images/lab/abies_concolor/ny1157-25-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-25-4.png	Abies concolor	lab
55597	dataset/images/lab/abies_concolor/ny1157-26-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-26-1.png	Abies concolor	lab
55598	dataset/images/lab/abies_concolor/ny1157-26-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-26-2.png	Abies concolor	lab
55599	dataset/images/lab/abies_concolor/ny1157-26-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-26-3.png	Abies concolor	lab
55600	dataset/images/lab/abies_concolor/ny1157-26-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-26-4.png	Abies concolor	lab
55601	dataset/images/lab/abies_concolor/ny1157-27-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-27-1.png	Abies concolor	lab
55602	dataset/images/lab/abies_concolor/ny1157-27-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-27-2.png	Abies concolor	lab
55603	dataset/images/lab/abies_concolor/ny1157-27-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-27-3.png	Abies concolor	lab
55604	dataset/images/lab/abies_concolor/ny1157-27-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-27-4.png	Abies concolor	lab
55605	dataset/images/lab/abies_concolor/ny1157-28-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-28-1.png	Abies concolor	lab
55606	dataset/images/lab/abies_concolor/ny1157-28-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-28-2.png	Abies concolor	lab
55607	dataset/images/lab/abies_concolor/ny1157-28-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-28-3.png	Abies concolor	lab
55608	dataset/images/lab/abies_concolor/ny1157-28-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-28-4.png	Abies concolor	lab
55609	dataset/images/lab/abies_concolor/ny1157-29-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-29-1.png	Abies concolor	lab
55610	dataset/images/lab/abies_concolor/ny1157-29-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-29-2.png	Abies concolor	lab
55611	dataset/images/lab/abies_concolor/ny1157-29-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-29-3.png	Abies concolor	lab
55612	dataset/images/lab/abies_concolor/ny1157-29-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-29-4.png	Abies concolor	lab
55613	dataset/images/lab/abies_concolor/ny1157-30-1.jpg	dataset/segmented/lab/abies_concolor/ny1157-30-1.png	Abies concolor	lab
55614	dataset/images/lab/abies_concolor/ny1157-30-2.jpg	dataset/segmented/lab/abies_concolor/ny1157-30-2.png	Abies concolor	lab
55615	dataset/images/lab/abies_concolor/ny1157-30-3.jpg	dataset/segmented/lab/abies_concolor/ny1157-30-3.png	Abies concolor	lab
55616	dataset/images/lab/abies_concolor/ny1157-30-4.jpg	dataset/segmented/lab/abies_concolor/ny1157-30-4.png	Abies concolor	lab
55617	dataset/images/lab/abies_concolor/ny1178-01-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-01-1.png	Abies concolor	lab
55618	dataset/images/lab/abies_concolor/ny1178-01-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-01-2.png	Abies concolor	lab
55619	dataset/images/lab/abies_concolor/ny1178-01-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-01-3.png	Abies concolor	lab
55620	dataset/images/lab/abies_concolor/ny1178-01-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-01-4.png	Abies concolor	lab
55621	dataset/images/lab/abies_concolor/ny1178-02-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-02-1.png	Abies concolor	lab
55622	dataset/images/lab/abies_concolor/ny1178-02-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-02-2.png	Abies concolor	lab
55623	dataset/images/lab/abies_concolor/ny1178-02-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-02-3.png	Abies concolor	lab
55624	dataset/images/lab/abies_concolor/ny1178-02-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-02-4.png	Abies concolor	lab
55625	dataset/images/lab/abies_concolor/ny1178-03-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-03-1.png	Abies concolor	lab
55626	dataset/images/lab/abies_concolor/ny1178-03-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-03-2.png	Abies concolor	lab
55627	dataset/images/lab/abies_concolor/ny1178-03-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-03-3.png	Abies concolor	lab
55628	dataset/images/lab/abies_concolor/ny1178-03-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-03-4.png	Abies concolor	lab
55629	dataset/images/lab/abies_concolor/ny1178-04-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-04-1.png	Abies concolor	lab
55630	dataset/images/lab/abies_concolor/ny1178-04-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-04-2.png	Abies concolor	lab
55631	dataset/images/lab/abies_concolor/ny1178-04-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-04-3.png	Abies concolor	lab
55632	dataset/images/lab/abies_concolor/ny1178-04-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-04-4.png	Abies concolor	lab
55633	dataset/images/lab/abies_concolor/ny1178-05-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-05-1.png	Abies concolor	lab
55634	dataset/images/lab/abies_concolor/ny1178-05-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-05-2.png	Abies concolor	lab
55635	dataset/images/lab/abies_concolor/ny1178-05-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-05-3.png	Abies concolor	lab
55636	dataset/images/lab/abies_concolor/ny1178-05-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-05-4.png	Abies concolor	lab
55637	dataset/images/lab/abies_concolor/ny1178-06-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-06-1.png	Abies concolor	lab
55638	dataset/images/lab/abies_concolor/ny1178-06-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-06-2.png	Abies concolor	lab
55639	dataset/images/lab/abies_concolor/ny1178-06-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-06-3.png	Abies concolor	lab
55640	dataset/images/lab/abies_concolor/ny1178-06-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-06-4.png	Abies concolor	lab
55641	dataset/images/lab/abies_concolor/ny1178-07-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-07-1.png	Abies concolor	lab
55642	dataset/images/lab/abies_concolor/ny1178-07-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-07-2.png	Abies concolor	lab
55643	dataset/images/lab/abies_concolor/ny1178-07-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-07-3.png	Abies concolor	lab
55644	dataset/images/lab/abies_concolor/ny1178-07-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-07-4.png	Abies concolor	lab
55645	dataset/images/lab/abies_concolor/ny1178-08-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-08-1.png	Abies concolor	lab
55646	dataset/images/lab/abies_concolor/ny1178-08-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-08-2.png	Abies concolor	lab
55647	dataset/images/lab/abies_concolor/ny1178-08-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-08-3.png	Abies concolor	lab
55648	dataset/images/lab/abies_concolor/ny1178-08-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-08-4.png	Abies concolor	lab
55649	dataset/images/lab/abies_concolor/ny1178-09-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-09-1.png	Abies concolor	lab
55650	dataset/images/lab/abies_concolor/ny1178-09-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-09-2.png	Abies concolor	lab
55651	dataset/images/lab/abies_concolor/ny1178-09-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-09-3.png	Abies concolor	lab
55652	dataset/images/lab/abies_concolor/ny1178-09-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-09-4.png	Abies concolor	lab
55653	dataset/images/lab/abies_concolor/ny1178-10-1.jpg	dataset/segmented/lab/abies_concolor/ny1178-10-1.png	Abies concolor	lab
55654	dataset/images/lab/abies_concolor/ny1178-10-2.jpg	dataset/segmented/lab/abies_concolor/ny1178-10-2.png	Abies concolor	lab
55655	dataset/images/lab/abies_concolor/ny1178-10-3.jpg	dataset/segmented/lab/abies_concolor/ny1178-10-3.png	Abies concolor	lab
55656	dataset/images/lab/abies_concolor/ny1178-10-4.jpg	dataset/segmented/lab/abies_concolor/ny1178-10-4.png	Abies concolor	lab
55657	dataset/images/lab/abies_concolor/ny1179-01-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-01-1.png	Abies concolor	lab
55658	dataset/images/lab/abies_concolor/ny1179-01-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-01-2.png	Abies concolor	lab
55659	dataset/images/lab/abies_concolor/ny1179-01-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-01-3.png	Abies concolor	lab
55660	dataset/images/lab/abies_concolor/ny1179-01-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-01-4.png	Abies concolor	lab
55661	dataset/images/lab/abies_concolor/ny1179-02-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-02-1.png	Abies concolor	lab
55662	dataset/images/lab/abies_concolor/ny1179-02-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-02-2.png	Abies concolor	lab
55663	dataset/images/lab/abies_concolor/ny1179-02-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-02-3.png	Abies concolor	lab
55664	dataset/images/lab/abies_concolor/ny1179-02-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-02-4.png	Abies concolor	lab
55665	dataset/images/lab/abies_concolor/ny1179-03-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-03-1.png	Abies concolor	lab
55666	dataset/images/lab/abies_concolor/ny1179-03-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-03-2.png	Abies concolor	lab
55667	dataset/images/lab/abies_concolor/ny1179-03-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-03-3.png	Abies concolor	lab
55668	dataset/images/lab/abies_concolor/ny1179-03-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-03-4.png	Abies concolor	lab
55669	dataset/images/lab/abies_concolor/ny1179-04-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-04-1.png	Abies concolor	lab
55670	dataset/images/lab/abies_concolor/ny1179-04-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-04-2.png	Abies concolor	lab
55671	dataset/images/lab/abies_concolor/ny1179-04-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-04-3.png	Abies concolor	lab
55672	dataset/images/lab/abies_concolor/ny1179-04-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-04-4.png	Abies concolor	lab
55673	dataset/images/lab/abies_concolor/ny1179-05-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-05-1.png	Abies concolor	lab
55674	dataset/images/lab/abies_concolor/ny1179-05-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-05-2.png	Abies concolor	lab
55675	dataset/images/lab/abies_concolor/ny1179-05-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-05-3.png	Abies concolor	lab
55676	dataset/images/lab/abies_concolor/ny1179-05-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-05-4.png	Abies concolor	lab
55677	dataset/images/lab/abies_concolor/ny1179-06-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-06-1.png	Abies concolor	lab
55678	dataset/images/lab/abies_concolor/ny1179-06-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-06-2.png	Abies concolor	lab
55679	dataset/images/lab/abies_concolor/ny1179-06-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-06-3.png	Abies concolor	lab
55680	dataset/images/lab/abies_concolor/ny1179-06-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-06-4.png	Abies concolor	lab
55681	dataset/images/lab/abies_concolor/ny1179-07-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-07-1.png	Abies concolor	lab
55682	dataset/images/lab/abies_concolor/ny1179-07-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-07-2.png	Abies concolor	lab
55683	dataset/images/lab/abies_concolor/ny1179-07-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-07-3.png	Abies concolor	lab
55684	dataset/images/lab/abies_concolor/ny1179-07-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-07-4.png	Abies concolor	lab
55685	dataset/images/lab/abies_concolor/ny1179-08-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-08-1.png	Abies concolor	lab
55686	dataset/images/lab/abies_concolor/ny1179-08-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-08-2.png	Abies concolor	lab
55687	dataset/images/lab/abies_concolor/ny1179-08-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-08-3.png	Abies concolor	lab
55688	dataset/images/lab/abies_concolor/ny1179-08-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-08-4.png	Abies concolor	lab
55689	dataset/images/lab/abies_concolor/ny1179-09-1.jpg	dataset/segmented/lab/abies_concolor/ny1179-09-1.png	Abies concolor	lab
55690	dataset/images/lab/abies_concolor/ny1179-09-2.jpg	dataset/segmented/lab/abies_concolor/ny1179-09-2.png	Abies concolor	lab
55691	dataset/images/lab/abies_concolor/ny1179-09-3.jpg	dataset/segmented/lab/abies_concolor/ny1179-09-3.png	Abies concolor	lab
55692	dataset/images/lab/abies_concolor/ny1179-09-4.jpg	dataset/segmented/lab/abies_concolor/ny1179-09-4.png	Abies concolor	lab
